Via Unit 0,Via Unit 3,Register Count,R/W,Data Type,Content,Start Bit Nr.,Category
200,0,1,RW,MixedBits,Relay Output 3.1,0,Basic
200,0,1,RW,MixedBits,Relay Output 3.2,1,Basic
200,0,1,RW,MixedBits,Relay Output 3.3,2,Basic
200,0,1,RW,MixedBits,Relay Output 3.4,3,Basic
200,0,1,RW,MixedBits,Relay Output 3.5,4,Basic
200,0,1,RW,MixedBits,Relay Output 3.6,5,Basic
200,0,1,RW,MixedBits,Relay Output 3.7,6,Basic
200,0,1,RW,MixedBits,Relay Output 3.8,7,Basic
200,0,1,RW,MixedBits,Relay Output 3.9,8,Basic
200,0,1,RW,MixedBits,Relay Output 3.10,9,Basic
200,0,1,RW,MixedBits,Relay Output 3.11,10,Basic
200,0,1,RW,MixedBits,Relay Output 3.12,11,Basic
200,0,1,RW,MixedBits,Relay Output 3.13,12,Basic
200,0,1,RW,MixedBits,Relay Output 3.14,13,Basic
200,0,1,RW,MixedBits,Relay Output 3.15,14,Basic
200,0,1,RW,MixedBits,Relay Output 3.16,15,Basic
201,1,1,RW,MixedBits,Relay Output 3.17,0,Basic
201,1,1,RW,MixedBits,Relay Output 3.18,1,Basic
201,1,1,RW,MixedBits,Relay Output 3.19,2,Basic
201,1,1,RW,MixedBits,Relay Output 3.20,3,Basic
201,1,1,RW,MixedBits,Relay Output 3.21,4,Basic
201,1,1,RW,MixedBits,Relay Output 3.22,5,Basic
201,1,1,RW,MixedBits,Relay Output 3.23,6,Basic
201,1,1,RW,MixedBits,Relay Output 3.24,7,Basic
201,1,1,RW,MixedBits,Relay Output 3.25,8,Basic
201,1,1,RW,MixedBits,Relay Output 3.26,9,Basic
201,1,1,RW,MixedBits,Relay Output 3.27,10,Basic
201,1,1,RW,MixedBits,Relay Output 3.28,11,Basic
202,2,1,RW,MixedBits,Group MasterWatchDog (MWD) Status,,Advanced
203,3,1,W,Word,Reserved - Do Not Use,,Reserved
204,4,1,W,Word,Reserved - Do Not Use,,Reserved
205,5,1,W,Word,Reserved - Do Not Use,,Reserved
206,6,1,W,Word,Reserved - Do Not Use,,Reserved
207,7,1,RW,MixedBits,Synchronised DO/RO 3.1,0,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.2,1,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.3,2,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.4,3,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.5,4,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.6,5,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.7,6,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.8,7,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.9,8,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.10,9,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.11,10,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.12,11,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.13,12,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.14,13,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.15,14,Advanced
207,7,1,RW,MixedBits,Synchronised DO/RO 3.16,15,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.17,0,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.18,1,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.19,2,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.20,3,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.21,4,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.22,5,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.23,6,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.24,7,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.25,8,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.26,9,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.27,10,Advanced
208,8,1,RW,MixedBits,Synchronised DO/RO 3.28,11,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.1,0,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.2,1,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.3,2,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.4,3,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.5,4,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.6,5,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.7,6,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.8,7,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.9,8,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.10,9,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.11,10,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.12,11,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.13,12,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.14,13,Advanced
