Via Unit 0,Via Unit 3,Register Count,R/W,Data Type,Content,Start Bit Nr.,Category
200,0,1,R,MixedBits,Digital Input 3.1,0,Basic
200,0,1,R,MixedBits,Digital Input 3.2,1,Basic
200,0,1,R,MixedBits,Digital Input 3.3,2,Basic
200,0,1,R,MixedBits,Digital Input 3.4,3,Basic
200,0,1,R,MixedBits,Digital Input 3.5,4,Basic
200,0,1,R,MixedBits,Digital Input 3.6,5,Basic
200,0,1,R,MixedBits,Digital Input 3.7,6,Basic
200,0,1,R,MixedBits,Digital Input 3.8,7,Basic
200,0,1,R,MixedBits,Digital Input 3.9,8,Basic
200,0,1,R,MixedBits,Digital Input 3.10,9,Basic
200,0,1,R,MixedBits,Digital Input 3.11,10,Basic
200,0,1,R,MixedBits,Digital Input 3.12,11,Basic
200,0,1,R,MixedBits,Digital Input 3.13,12,Basic
200,0,1,R,MixedBits,Digital Input 3.14,13,Basic
201,1,1,RW,MixedBits,Relay Output 3.1,0,Basic
201,1,1,RW,MixedBits,Relay Output 3.2,1,Basic
201,1,1,RW,MixedBits,Relay Output 3.3,2,Basic
201,1,1,RW,MixedBits,Relay Output 3.4,3,Basic
201,1,1,RW,MixedBits,Relay Output 3.5,4,Basic
201,1,1,RW,MixedBits,Relay Output 3.6,5,Basic
201,1,1,RW,MixedBits,Relay Output 3.7,6,Basic
201,1,1,RW,MixedBits,Relay Output 3.8,7,Basic
201,1,1,RW,MixedBits,Relay Output 3.9,8,Basic
201,1,1,RW,MixedBits,Relay Output 3.10,9,Basic
201,1,1,RW,MixedBits,Relay Output 3.11,10,Basic
201,1,1,RW,MixedBits,Relay Output 3.12,11,Basic
201,1,1,RW,MixedBits,Relay Output 3.13,12,Basic
201,1,1,RW,MixedBits,Relay Output 3.14,13,Basic
202,2,1,RW,MixedBits,Group MasterWatchDog (MWD) Status,,Advanced
203,3,2,RW,DWord,Counter of Digital Input 3.1,,Basic
205,5,2,RW,DWord,Counter of Digital Input 3.2,,Basic
207,7,2,RW,DWord,Counter of Digital Input 3.3,,Basic
209,9,2,RW,DWord,Counter of Digital Input 3.4,,Basic
211,11,2,RW,DWord,Counter of Digital Input 3.5,,Basic
213,13,2,RW,DWord,Counter of Digital Input 3.6,,Basic
215,15,2,RW,DWord,Counter of Digital Input 3.7,,Basic
217,17,2,RW,DWord,Counter of Digital Input 3.8,,Basic
219,19,2,RW,DWord,Counter of Digital Input 3.9,,Basic
221,21,2,RW,DWord,Counter of Digital Input 3.10,,Basic
223,23,2,RW,DWord,Counter of Digital Input 3.11,,Basic
225,25,2,RW,DWord,Counter of Digital Input 3.12,,Basic
227,27,2,RW,DWord,Counter of Digital Input 3.13,,Basic
229,29,2,RW,DWord,Counter of Digital Input 3.14,,Basic
231,31,1,W,Word,Reserved - Do Not Use,,Reserved
232,32,1,W,Word,Reserved - Do Not Use,,Reserved
233,33,1,W,Word,Reserved - Do Not Use,,Reserved
234,34,1,W,Word,Reserved - Do Not Use,,Reserved
235,35,1,RW,MixedBits,Synchronised DO/RO 3.1,0,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.2,1,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.3,2,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.4,3,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.5,4,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.6,5,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.7,6,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.8,7,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.9,8,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.10,9,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.11,10,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.12,11,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.13,12,Advanced
235,35,1,RW,MixedBits,Synchronised DO/RO 3.14,13,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.1,0,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.2,1,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.3,2,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.4,3,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.5,4,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.6,5,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.7,6,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.8,7,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.9,8,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.10,9,Advanced
236,36,1,RW,MixedBits,Synchronised DO/RO Lock 3.11,10,Advanced
